login_attempts,access_hour,requests_per_min,ip_risk,device_change,geo_change,failed_logins,label
15,3,57,0,1,0,4,1
9,11,11,1,1,1,3,1
14,21,45,1,0,0,1,1
7,5,43,0,0,0,1,1
1,11,7,1,0,1,5,1
10,6,47,1,1,1,5,1
7,13,54,0,1,1,3,1
4,14,41,1,1,0,3,1
2,15,49,0,1,1,5,1
6,3,51,1,0,0,5,1
6,2,40,0,1,1,5,1
12,12,1,1,0,1,3,1
1,22,11,0,1,1,2,0
7,15,19,0,0,1,1,0
15,9,31,0,1,1,5,1
9,22,51,1,0,0,1,1
14,5,35,0,1,1,3,1
7,20,3,1,0,0,2,0
1,12,11,0,1,0,4,1
3,15,48,1,1,1,5,1
3,18,53,0,0,1,3,1
7,4,35,0,1,0,4,1
15,17,19,1,1,0,2,1
10,5,14,1,1,1,5,1
2,12,42,1,0,1,4,1
7,10,31,1,1,0,2,0
4,21,10,1,0,0,3,0
11,12,46,0,1,0,2,1
13,13,32,1,0,0,5,1
6,13,10,1,0,1,0,0
14,3,22,1,0,1,1,1
9,11,8,1,0,1,0,1
14,0,27,0,0,1,4,1
10,10,51,1,1,0,0,1
13,13,23,1,1,1,1,1
6,9,33,0,1,1,0,0
13,17,3,1,1,0,3,1
14,1,40,1,1,1,3,1
4,21,16,1,1,0,2,0
2,16,22,1,0,0,5,1
3,4,26,0,0,1,1,0
11,21,46,0,0,0,5,1
1,18,51,1,0,0,0,1
8,21,36,1,0,1,0,0
13,11,12,0,1,0,3,1
4,7,8,0,0,1,5,1
14,12,33,0,1,1,1,1
13,9,20,1,0,1,5,1
11,17,3,0,0,1,5,1
14,3,24,1,0,1,3,1
10,13,21,1,0,1,3,1
4,11,33,0,0,0,0,0
9,13,47,0,1,0,4,1
8,10,35,1,1,1,5,1
9,1,15,0,1,0,0,1
3,20,52,0,1,0,4,1
7,20,18,1,1,1,4,1
12,7,43,1,0,0,1,1
11,10,44,1,0,0,5,1
8,7,42,1,0,0,3,1
13,15,29,1,0,0,2,1
2,10,6,0,0,0,0,0
15,11,18,0,1,1,5,1
3,13,56,1,1,1,4,1
1,1,6,0,1,0,1,0
4,5,54,1,0,0,3,1
5,13,60,0,1,1,4,1
14,1,45,0,1,0,3,1
13,20,5,1,1,1,0,1
7,13,39,1,1,1,1,0
12,13,33,1,0,1,2,1
1,21,53,0,0,0,0,1
1,18,51,0,1,0,3,1
13,10,22,1,0,0,3,1
13,4,17,0,0,1,5,1
3,1,30,1,0,1,0,0
12,9,33,1,0,1,1,1
4,18,59,0,1,0,4,1
3,7,15,0,1,1,0,0
13,10,7,0,1,0,4,1
5,23,20,0,0,0,3,0
9,9,25,1,0,0,1,1
7,1,18,1,1,1,4,1
4,7,27,0,1,1,5,1
3,6,57,0,0,0,0,1
11,7,17,1,0,1,1,1
13,5,60,0,0,1,5,1
11,19,27,0,1,0,5,1
2,9,29,0,0,1,4,1
10,20,38,1,0,0,0,1
13,0,28,0,1,1,4,1
6,20,12,0,0,0,3,0
5,6,21,1,1,1,4,1
12,2,58,0,1,1,3,1
2,2,34,0,1,0,4,1
14,14,54,0,1,0,1,1
1,1,19,1,1,1,1,0
11,22,50,0,1,1,4,1
2,14,43,0,0,0,0,1
13,20,9,0,1,0,4,1
12,10,23,0,1,1,3,1
8,13,40,1,1,1,2,0
5,8,46,0,0,1,5,1
3,5,5,0,1,0,2,0
11,3,39,0,1,0,1,1
8,11,59,1,0,1,0,1
11,19,59,0,1,0,2,1
13,20,17,0,0,0,3,1
11,7,44,0,0,0,3,1
1,15,49,0,1,1,2,1
2,21,54,0,0,1,5,1
12,11,17,0,1,0,1,1
11,3,30,1,0,1,0,1
9,9,16,1,1,0,1,1
2,18,43,0,1,1,1,1
5,6,11,0,0,0,2,0
5,10,51,0,0,1,4,1
3,8,6,0,1,1,2,0
13,8,13,0,0,1,4,1
12,5,8,1,0,1,5,1
12,19,38,1,1,1,0,1
6,9,18,1,0,0,1,0
15,18,5,1,0,0,3,1
12,17,49,0,1,1,0,1
9,21,9,1,0,1,5,1
5,4,45,1,0,1,0,1
6,1,19,0,0,0,1,0
11,23,21,1,0,1,4,1
1,0,14,1,0,1,4,1
3,16,37,0,1,1,5,1
9,6,31,1,0,0,4,1
8,22,19,1,1,0,3,0
11,16,2,0,1,1,2,1
14,1,40,0,1,0,2,1
9,17,1,0,0,1,2,1
11,11,45,1,0,0,5,1
13,7,20,0,1,1,5,1
5,9,5,0,0,0,1,0
1,22,30,0,1,1,4,1
9,20,39,1,0,0,2,1
15,9,3,0,0,1,5,1
14,18,48,0,1,1,1,1
15,6,38,1,1,1,2,1
8,9,55,0,0,1,5,1
8,17,13,0,1,1,0,0
9,7,40,0,0,1,3,1
9,8,10,0,1,1,4,1
3,6,46,1,1,0,0,1
4,1,17,1,1,1,3,0
7,8,30,0,0,1,1,0
1,22,15,0,0,1,5,1
4,16,21,1,0,1,0,0
8,20,37,1,0,0,0,0
2,16,57,0,0,1,4,1
15,22,31,0,1,0,0,1
10,19,25,0,0,0,3,1
3,12,1,0,1,0,3,0
6,19,24,1,1,1,0,0
10,5,35,1,0,1,2,1
15,17,38,0,0,1,4,1
7,22,9,1,0,1,5,1
9,20,38,1,1,0,4,1
7,21,57,1,0,0,3,1
14,13,49,1,0,0,1,1
10,6,26,1,1,1,0,1
11,10,18,1,0,1,5,1
3,17,12,1,1,0,0,0
15,4,60,1,0,0,4,1
12,0,56,1,0,1,3,1
8,6,36,0,0,0,5,1
4,1,31,1,0,1,4,1
6,4,11,0,0,1,0,0
11,12,40,0,1,0,2,1
7,21,42,0,1,0,3,1
6,16,45,0,1,1,2,1
9,14,22,1,0,1,4,1
10,8,49,1,0,1,5,1
7,19,35,0,1,0,2,0
11,16,35,1,0,1,1,1
1,8,50,1,0,1,4,1
6,19,44,0,1,0,3,1
11,15,36,0,1,1,3,1
10,16,2,0,0,0,4,1
13,2,58,1,1,0,2,1
7,18,24,1,1,0,2,0
9,11,16,0,1,0,4,1
3,10,20,0,1,1,5,1
4,10,10,1,0,1,4,1
13,1,23,0,0,0,3,1
13,16,29,1,1,0,4,1
5,11,24,0,1,1,5,1
13,18,10,0,0,1,1,1
1,18,35,1,0,1,2,0
13,8,27,0,0,0,3,1
8,22,3,1,0,1,5,1
8,7,53,0,1,0,5,1
11,23,58,1,0,1,5,1
5,5,34,0,1,1,1,0
5,7,47,0,1,1,1,1
5,13,3,0,0,0,3,0
11,1,46,0,1,1,5,1
13,17,46,1,0,1,3,1
5,2,35,1,0,1,4,1
14,2,43,0,1,0,4,1
3,2,46,0,0,0,5,1
3,20,28,0,1,0,2,0
2,15,41,1,1,1,5,1
1,4,53,0,0,1,4,1
12,21,27,0,0,1,4,1
6,21,58,0,1,0,1,1
2,14,43,0,0,0,3,1
13,16,42,0,0,0,4,1
6,19,57,1,0,0,3,1
6,18,9,0,1,0,5,1
15,12,35,1,1,1,0,1
3,5,44,0,0,1,2,1
3,19,22,1,1,0,0,0
14,13,42,0,1,1,2,1
13,13,50,0,1,0,3,1
3,15,17,0,1,1,2,0
14,20,31,1,1,0,4,1
11,5,29,0,0,1,3,1
3,11,56,1,0,1,4,1
4,0,18,0,1,0,5,1
8,8,58,1,0,1,0,1
3,14,48,1,0,1,3,1
3,11,51,0,0,1,1,1
9,18,14,0,0,1,4,1
9,3,41,0,1,0,0,1
6,2,40,0,1,1,3,0
2,11,10,0,1,0,3,0
6,3,41,1,0,0,0,1
12,0,23,0,1,0,0,1
2,5,45,0,0,0,0,1
10,23,53,0,0,0,2,1
12,21,13,0,1,1,3,1
8,18,16,0,1,0,3,0
11,6,4,1,1,1,2,1
11,12,47,1,1,1,2,1
4,15,56,0,1,0,3,1
11,1,49,1,0,1,0,1
6,12,32,0,0,0,4,1
10,10,10,1,1,1,5,1
14,7,49,1,1,0,1,1
14,23,25,1,1,1,3,1
1,10,14,1,0,1,5,1
9,10,32,1,0,1,4,1
8,17,50,1,0,0,4,1
4,6,38,1,0,0,5,1
13,23,26,1,0,0,0,1
10,15,57,1,0,1,2,1
15,16,34,0,0,1,3,1
6,7,33,0,1,0,1,0
13,22,60,1,1,0,0,1
13,14,11,1,1,0,3,1
3,2,29,0,0,1,5,1
6,23,2,1,0,0,3,0
5,1,25,1,0,1,4,1
15,17,12,1,0,0,0,1
9,18,57,0,0,0,0,1
5,18,54,0,1,0,3,1
8,1,51,1,1,0,4,1
8,5,30,1,1,1,4,1
15,12,59,1,0,1,3,1
4,14,32,0,1,1,0,0
11,21,23,1,0,1,4,1
13,18,47,0,1,0,4,1
3,12,41,1,1,1,5,1
4,19,40,1,0,1,4,1
8,2,55,1,1,1,2,1
3,3,2,1,1,1,5,1
1,5,54,1,0,1,5,1
11,4,28,1,0,0,4,1
4,12,50,1,0,1,4,1
15,17,3,1,0,0,1,1
15,14,60,1,0,1,0,1
9,21,44,0,0,1,5,1
7,1,28,1,1,1,4,1
4,13,31,0,0,0,4,1
13,11,37,1,0,1,1,1
2,16,4,1,1,1,4,1
10,6,46,1,0,0,0,1
7,9,11,0,1,1,2,0
7,5,3,0,1,0,3,0
3,19,8,1,0,1,3,0
9,8,11,1,1,0,1,1
6,18,1,1,0,1,3,0
3,11,51,0,0,0,5,1
1,17,55,1,0,1,2,1
13,2,7,1,0,0,4,1
13,23,21,1,1,1,5,1
1,15,12,1,0,0,3,0
9,14,44,1,1,0,3,1
12,10,40,1,0,0,3,1
13,0,19,1,0,1,3,1
10,18,10,0,1,1,5,1
3,19,50,0,0,1,0,1
9,20,14,0,1,1,5,1
12,4,21,1,1,0,1,1
7,11,26,1,0,0,5,1
4,15,38,1,0,1,4,1
12,18,4,1,0,0,3,1
3,17,54,0,0,1,5,1
2,9,28,0,1,1,4,1
7,12,49,1,0,0,0,1
14,6,14,0,1,1,2,1
14,22,11,0,1,0,2,1
3,4,41,0,0,0,0,1
4,2,20,1,0,1,3,0
11,2,53,0,0,0,1,1
14,1,10,0,0,0,4,1
10,15,10,1,0,1,2,1
1,12,28,0,1,0,5,1
15,23,9,0,1,0,0,1
9,6,4,1,1,1,2,1
5,18,4,1,1,0,2,0
8,3,60,0,0,0,3,1
15,8,15,0,0,1,5,1
10,15,9,1,1,0,0,1
6,4,41,1,1,0,4,1
15,0,14,1,1,0,2,1
4,22,59,0,0,0,5,1
6,7,19,1,0,0,3,0
10,22,51,0,1,1,5,1
6,7,46,1,1,0,5,1
15,5,56,1,1,0,0,1
12,13,44,1,1,0,1,1
12,21,29,1,0,1,0,1
12,14,59,1,1,0,0,1
1,5,57,1,0,1,0,1
14,20,25,1,0,1,1,1
10,9,14,1,0,1,1,1
2,15,20,1,1,1,5,1
7,7,28,1,0,1,3,0
2,0,48,0,0,1,1,1
1,3,35,1,1,1,3,0
3,14,11,1,1,1,3,0
8,13,13,0,1,0,1,0
12,11,46,0,0,0,1,1
1,3,53,0,0,1,2,1
5,11,43,0,1,1,3,1
5,19,26,0,0,0,1,0
15,12,32,1,1,0,4,1
12,18,31,1,0,0,1,1
2,15,47,0,1,1,3,1
9,7,53,0,1,0,5,1
5,19,16,1,1,0,4,1
9,21,52,1,0,0,0,1
13,11,7,1,0,1,3,1
7,11,14,0,0,1,2,0
14,19,35,0,1,0,0,1
12,11,57,1,1,0,0,1
14,12,27,1,0,0,0,1
4,2,1,0,1,0,2,0
1,8,29,1,1,1,2,0
6,19,31,1,0,1,0,0
3,5,7,0,0,0,4,1
8,13,15,0,1,0,1,0
2,22,44,1,1,1,2,1
14,13,25,0,0,1,5,1
1,23,37,0,0,0,2,0
7,6,41,0,0,1,5,1
2,7,53,1,0,1,4,1
12,5,42,0,0,0,3,1
4,1,59,0,0,0,4,1
15,0,18,1,1,1,4,1
1,11,25,1,1,1,5,1
15,5,46,0,1,1,5,1
10,14,30,0,1,0,3,1
13,15,9,1,1,1,3,1
6,23,23,0,0,0,4,1
10,7,29,0,0,1,3,1
13,0,53,0,1,1,4,1
10,15,43,0,1,1,3,1
10,9,50,0,0,1,3,1
12,13,22,1,1,1,1,1
5,2,38,1,1,0,4,1
13,1,5,0,0,1,3,1
8,0,40,0,1,0,1,0
2,1,56,1,1,0,1,1
15,22,60,1,1,0,1,1
11,0,26,0,0,1,2,1
11,2,46,1,1,0,2,1
15,5,24,1,0,0,2,1
2,21,52,0,0,0,1,1
2,11,48,1,0,0,0,1
8,23,29,1,0,1,5,1
8,23,43,1,1,0,1,1
2,7,59,0,0,1,1,1
7,10,46,1,0,0,3,1
10,7,42,0,1,0,0,1
12,10,53,0,1,1,3,1
10,5,1,1,0,1,1,1
9,6,48,0,1,1,0,1
4,1,28,0,1,1,0,0
13,16,44,0,0,1,2,1
14,22,5,1,1,1,5,1
7,1,10,1,0,1,1,0
5,22,7,0,0,0,1,0
10,3,38,0,1,0,2,1
5,4,2,1,0,0,0,0
8,1,51,1,1,1,2,1
6,21,21,0,0,1,1,0
10,16,22,1,1,0,5,1
1,1,15,1,0,1,4,1
7,8,15,0,1,0,4,1
1,19,14,1,0,1,2,0
4,22,24,1,1,0,4,1
10,14,29,0,0,0,2,1
5,8,35,0,1,1,1,0
6,13,37,1,0,1,5,1
10,13,58,0,1,1,3,1
10,22,42,1,0,1,5,1
6,17,33,0,0,0,0,0
14,3,46,0,1,1,4,1
1,11,1,1,0,0,4,1
3,12,26,1,1,1,0,0
9,8,54,1,0,1,5,1
4,11,17,1,1,0,5,1
4,17,58,1,1,1,5,1
6,23,26,1,1,1,4,1
15,20,57,1,1,1,4,1
12,13,48,0,0,0,4,1
5,16,58,1,1,1,3,1
4,2,28,1,0,0,1,0
2,14,19,1,0,1,5,1
14,13,32,1,0,1,0,1
4,9,60,0,1,0,4,1
12,5,46,1,1,1,1,1
12,4,12,1,0,1,1,1
3,21,2,0,0,1,2,0
14,13,6,1,1,0,3,1
4,20,19,0,1,0,0,0
6,0,47,1,0,1,0,1
6,8,43,1,0,0,5,1
12,7,50,1,1,0,0,1
13,17,47,1,0,1,3,1
2,14,35,0,1,1,5,1
5,3,5,1,1,0,0,0
12,14,57,0,0,0,0,1
15,16,55,1,0,0,1,1
15,18,49,0,0,0,1,1
6,21,59,0,1,1,3,1
1,21,38,1,1,1,0,0
7,6,35,1,1,1,4,1
14,19,53,0,1,1,0,1
11,11,21,0,1,1,4,1
1,11,35,1,0,1,1,0
1,17,46,1,1,0,3,1
12,18,44,0,0,1,1,1
8,1,36,0,0,0,4,1
10,10,2,0,1,1,1,1
1,8,27,1,1,1,1,0
2,13,20,1,0,1,5,1
4,9,39,0,1,0,3,0
5,12,59,1,0,0,3,1
9,11,11,0,0,0,4,1
2,18,44,0,1,0,0,1
11,17,55,1,1,0,0,1
12,21,4,0,0,1,3,1
5,13,57,1,0,0,1,1
12,6,44,1,1,0,4,1
13,21,54,0,1,1,3,1
1,5,42,1,0,1,1,1
1,20,13,0,1,1,0,0
5,4,37,0,1,0,4,1
11,18,51,0,0,0,2,1
5,4,30,1,1,0,4,1
8,7,36,0,1,0,0,0
10,22,55,0,1,0,5,1
6,13,33,0,0,1,4,1
4,14,32,1,0,1,0,0
3,21,14,1,0,1,3,0
9,7,37,1,0,1,4,1
13,7,57,1,1,0,2,1
3,1,30,0,1,1,0,0
12,11,57,0,1,0,1,1
10,9,42,0,1,0,4,1
1,13,22,0,1,0,3,0
2,9,22,1,1,0,0,0
8,7,21,1,0,0,0,0
1,16,49,1,0,0,0,1
13,20,22,1,1,0,1,1
2,21,28,0,1,0,4,1
15,21,46,0,0,0,2,1
14,17,45,0,0,1,1,1
7,22,21,1,1,0,2,0
14,16,12,0,1,1,3,1
9,8,37,1,1,0,2,1
13,9,20,1,0,0,2,1
15,10,53,1,0,1,3,1
4,19,26,0,0,1,1,0
15,8,25,0,1,0,1,1
2,19,27,0,0,0,5,1
7,0,20,1,1,0,0,0
8,11,11,0,1,0,3,0
14,20,36,0,0,0,4,1
6,11,41,0,0,0,1,1
10,8,22,1,0,1,0,1
12,23,20,1,1,1,5,1
9,8,22,0,0,1,0,1
10,4,48,1,0,1,0,1
6,16,13,0,0,1,5,1
5,0,6,0,1,1,4,1
8,22,2,0,1,1,5,1
4,0,45,1,0,0,5,1
10,21,9,1,1,0,4,1
8,4,56,0,0,0,5,1
4,2,4,1,0,1,2,0
11,14,1,0,0,1,4,1
4,10,28,0,0,1,0,0
4,9,32,1,0,1,4,1
9,9,51,0,0,0,0,1
14,18,52,0,0,1,5,1
4,15,31,1,0,1,3,0
3,3,40,0,0,1,3,0
12,0,42,0,0,1,1,1
14,8,27,1,1,0,2,1
3,5,23,1,1,1,5,1
9,8,28,1,0,0,4,1
3,20,46,1,0,0,1,1
4,8,55,0,0,0,1,1
5,12,56,0,1,0,0,1
10,18,31,0,1,0,5,1
2,22,17,1,0,1,4,1
11,0,52,0,0,0,5,1
8,18,1,0,1,0,3,0
8,9,42,0,1,1,1,1
15,19,19,0,1,1,2,1
10,1,19,1,1,0,3,1
6,20,26,0,0,0,2,0
15,8,54,1,1,0,4,1
14,9,5,0,1,1,1,1
6,0,5,0,1,1,1,0
14,0,17,1,0,1,0,1
12,10,51,0,0,1,1,1
10,10,34,0,1,0,2,1
13,21,33,0,1,1,1,1
6,2,55,1,0,0,4,1
14,3,24,0,0,1,0,1
7,4,24,1,1,0,5,1
10,3,51,0,1,0,0,1
11,3,3,1,0,1,5,1
14,11,18,1,0,0,2,1
1,16,44,0,1,1,5,1
3,15,16,1,1,1,4,1
14,13,40,1,0,1,4,1
12,18,6,0,1,1,0,1
6,22,23,0,1,1,0,0
9,15,56,0,0,1,3,1
6,21,60,1,0,0,0,1
8,16,35,1,1,0,4,1
8,21,40,0,1,0,0,0
3,9,50,0,1,0,5,1
10,22,60,1,0,1,1,1
9,21,32,0,1,1,3,1
10,20,43,1,0,0,4,1
12,10,15,0,1,1,4,1
4,23,35,0,0,0,1,0
4,15,47,1,1,1,3,1
7,2,58,1,1,1,5,1
5,12,37,0,0,0,4,1
11,2,28,0,1,0,4,1
7,14,21,1,0,0,1,0
7,4,1,0,1,1,0,0
9,5,9,0,0,1,0,1
11,23,6,0,0,1,5,1
13,19,44,1,1,1,0,1
7,15,10,1,0,1,0,0
9,3,44,0,0,0,5,1
13,22,20,1,1,0,3,1
13,4,33,0,1,1,2,1
5,10,35,0,0,0,2,0
15,16,40,1,0,1,5,1
5,6,58,1,0,1,4,1
7,16,16,1,0,0,1,0
15,1,43,0,1,1,0,1
7,16,14,0,0,0,5,1
7,8,10,1,0,1,2,0
3,3,3,0,0,0,4,1
4,1,49,1,0,1,5,1
11,6,46,0,1,1,2,1
7,2,18,0,0,0,0,0
9,3,19,1,1,1,4,1
4,19,5,0,1,1,0,0
10,18,10,1,1,0,0,1
8,5,51,0,0,1,3,1
12,2,43,1,0,1,3,1
13,8,44,0,0,1,1,1
13,8,35,1,1,1,2,1
14,12,44,1,1,0,5,1
4,18,38,0,0,1,4,1
1,12,26,0,0,0,0,0
13,7,10,0,0,0,2,1
8,20,1,0,1,1,3,0
4,16,27,0,1,1,1,0
15,15,60,0,1,0,1,1
14,18,41,1,1,0,5,1
11,18,14,1,1,0,0,1
12,8,10,0,1,0,4,1
15,2,29,0,1,1,4,1
6,4,53,0,0,1,3,1
8,20,57,0,1,0,2,1
13,8,28,0,0,1,4,1
11,17,41,0,1,0,3,1
13,9,29,0,1,0,5,1
6,21,2,0,0,0,0,0
15,16,20,0,1,0,4,1
12,12,13,0,1,1,3,1
10,0,36,0,1,0,4,1
5,17,36,0,1,1,3,0
15,11,44,1,1,1,0,1
11,3,7,1,0,0,4,1
9,15,37,0,1,0,3,1
4,0,17,1,1,1,0,0
2,5,26,0,0,0,4,1
12,14,22,0,1,1,4,1
9,17,2,0,1,0,4,1
4,16,4,0,0,0,4,1
8,6,38,0,1,1,1,0
13,8,11,1,0,0,5,1
5,15,4,0,0,1,0,0
7,23,50,1,1,0,2,1
4,13,14,1,1,0,5,1
11,16,57,0,0,0,5,1
7,3,46,1,1,0,0,1
13,0,42,0,1,0,5,1
3,7,18,0,0,0,3,0
15,7,50,1,1,1,3,1
8,6,59,0,0,1,2,1
7,20,41,1,1,1,5,1
9,13,2,1,1,1,3,1
2,0,47,1,1,0,1,1
13,16,6,0,0,0,5,1
1,3,1,1,1,0,3,0
5,9,32,1,1,1,0,0
1,11,56,0,0,0,4,1
12,18,49,1,0,0,3,1
14,0,28,1,1,1,1,1
11,18,48,1,0,1,5,1
5,11,57,0,1,0,2,1
5,13,29,1,0,0,2,0
7,23,46,0,0,0,3,1
5,21,28,1,1,1,0,0
8,13,45,0,0,1,3,1
6,19,43,1,1,1,2,1
4,12,29,1,0,0,4,1
5,13,36,0,0,1,3,0
5,7,24,1,1,0,2,0
2,6,10,0,0,0,2,0
1,16,15,0,0,1,5,1
3,7,19,0,0,1,0,0
3,11,26,0,0,1,0,0
5,3,39,1,0,0,4,1
15,14,44,0,1,0,1,1
13,1,23,0,1,0,2,1
2,23,59,1,1,0,2,1
5,17,26,1,1,1,4,1
10,22,52,1,0,0,1,1
6,0,2,0,1,1,4,1
10,8,22,1,1,0,1,1
8,2,54,0,0,0,0,1
6,17,33,0,0,1,4,1
3,5,53,0,1,0,3,1
13,20,33,0,0,1,2,1
2,21,14,0,1,1,1,0
5,13,43,0,1,0,1,1
10,10,4,1,0,0,5,1
1,23,13,0,0,1,5,1
9,20,32,0,0,0,0,1
15,7,58,1,1,1,3,1
4,7,48,1,1,1,5,1
7,1,47,1,0,0,3,1
1,9,50,1,0,0,2,1
8,4,19,1,1,1,4,1
7,4,22,1,1,1,4,1
10,18,22,1,0,1,5,1
5,8,16,0,1,0,5,1
8,7,15,0,0,0,4,1
14,0,47,1,0,0,2,1
10,8,14,0,0,0,1,1
15,15,1,0,1,1,1,1
8,2,54,1,0,0,2,1
12,21,10,1,1,0,1,1
5,12,16,0,1,1,3,0
4,2,2,0,1,0,1,0
12,7,3,0,0,1,0,1
5,13,28,1,1,1,3,0
7,20,53,1,0,0,1,1
6,19,25,0,1,0,4,1
1,14,28,0,0,0,5,1
8,12,34,1,1,0,5,1
11,8,45,0,1,0,1,1
2,12,53,1,0,0,1,1
10,5,4,1,0,0,3,1
12,0,12,0,1,1,3,1
9,6,12,1,0,1,5,1
10,15,20,0,0,0,0,1
7,12,43,0,1,0,2,1
7,17,6,0,1,1,0,0
12,5,17,0,0,1,2,1
13,11,44,1,1,0,0,1
12,19,35,0,1,0,2,1
5,6,21,1,1,1,3,0
8,9,60,1,1,0,1,1
1,15,38,0,1,1,2,0
7,16,23,1,1,0,3,0
3,11,23,1,1,1,0,0
8,23,16,1,1,0,0,0
4,8,31,1,1,0,2,0
8,0,15,0,1,1,4,1
8,15,15,1,0,1,3,0
10,20,52,0,0,0,4,1
5,7,32,0,0,0,3,0
15,21,42,0,1,0,3,1
2,22,43,0,0,0,5,1
12,20,60,1,0,1,0,1
6,6,18,1,0,0,4,1
2,6,32,0,1,0,0,0
15,9,49,1,1,1,1,1
1,7,30,1,1,0,4,1
11,2,5,0,0,0,4,1
2,1,20,1,0,0,3,0
1,14,40,0,1,0,2,0
9,19,59,1,0,1,4,1
7,5,35,1,1,1,5,1
14,4,48,1,1,0,2,1
4,4,49,0,1,0,5,1
3,1,29,1,0,1,1,0
15,20,15,0,1,1,3,1
2,1,35,0,0,1,0,0
13,1,14,1,0,1,0,1
3,9,9,1,0,0,0,0
12,22,58,0,0,1,3,1
5,7,10,0,1,0,3,0
13,1,20,0,1,0,3,1
3,8,1,0,1,0,0,0
10,18,36,0,1,1,2,1
9,1,33,0,0,0,1,1
1,8,19,0,1,0,5,1
10,4,19,0,0,0,4,1
15,7,41,0,1,1,5,1
9,2,12,0,1,0,3,1
4,0,15,1,0,1,1,0
2,6,32,1,1,1,4,1
6,6,16,1,1,1,4,1
8,23,11,0,1,1,4,1
5,17,55,1,0,1,2,1
5,18,44,1,0,1,3,1
6,11,30,1,1,0,4,1
15,19,9,0,0,1,5,1
13,15,13,0,0,1,3,1
4,7,32,0,0,0,3,0
15,16,18,0,0,0,0,1
15,18,4,0,0,0,1,1
15,16,58,0,0,1,1,1
11,13,60,1,1,0,0,1
1,3,11,0,0,1,2,0
8,2,42,1,0,0,1,1
5,15,45,1,0,0,0,1
7,14,13,0,0,1,3,0
9,9,21,1,1,1,1,1
12,22,48,0,0,1,1,1
8,2,7,0,0,1,0,0
2,6,46,1,0,1,1,1
13,7,20,1,0,1,5,1
2,4,29,0,0,0,1,0
5,2,18,0,1,0,2,0
5,15,30,0,1,0,4,1
2,9,49,0,0,0,4,1
14,10,34,0,0,0,2,1
1,5,49,0,1,0,0,1
13,2,40,0,1,0,0,1
15,19,58,0,0,0,0,1
14,16,50,1,0,0,0,1
1,22,30,0,1,1,3,0
4,8,19,0,0,0,5,1
15,5,43,1,1,0,0,1
13,1,20,0,1,0,3,1
15,23,28,1,0,0,2,1
1,10,26,1,0,0,1,0
9,20,14,1,1,1,0,1
12,1,30,1,0,0,0,1
3,17,49,0,1,0,3,1
12,22,53,0,0,0,0,1
8,6,43,1,0,1,1,1
10,4,53,1,1,0,2,1
9,3,50,1,0,0,3,1
13,0,22,1,1,0,1,1
13,20,44,0,0,1,0,1
1,4,52,1,1,0,0,1
9,18,3,1,0,0,5,1
10,15,59,1,1,1,2,1
6,18,30,1,1,1,1,0
12,15,18,1,0,0,0,1
1,6,22,1,0,1,1,0
6,13,18,1,0,1,4,1
13,3,47,0,0,0,1,1
11,10,60,0,0,0,4,1
4,15,17,1,1,1,1,0
9,19,46,1,0,0,0,1
3,21,51,1,1,1,2,1
5,22,54,0,0,1,3,1
1,20,24,1,1,0,4,1
11,4,37,0,0,1,0,1
3,12,55,1,1,0,2,1
15,4,1,1,1,1,2,1
15,2,22,1,1,1,2,1
15,4,12,1,0,0,3,1
7,23,31,0,1,1,4,1
7,17,26,0,1,0,3,0
11,20,12,1,1,0,0,1
11,4,57,0,0,0,1,1
3,6,20,1,0,1,1,0
7,19,11,1,0,0,0,0
10,15,13,0,1,0,5,1
8,22,18,1,1,0,0,0
11,5,11,0,0,1,0,1
2,19,48,0,1,0,4,1
6,4,54,1,0,0,5,1
13,13,25,0,1,1,5,1
14,3,26,0,1,0,1,1
11,10,57,1,0,0,1,1
7,4,5,1,0,0,3,0
1,3,24,1,0,0,4,1
3,5,39,1,1,0,1,0
2,21,3,1,0,0,4,1
12,3,21,1,0,1,2,1
4,21,19,0,1,1,3,0
1,22,2,1,1,0,2,0
4,4,15,0,1,0,5,1
13,23,46,1,0,0,0,1
11,1,57,1,1,0,5,1
3,9,22,1,1,1,2,0
8,13,42,1,0,1,4,1
11,5,57,1,1,1,1,1
1,5,16,0,1,1,1,0
7,17,35,0,0,0,4,1
2,12,31,1,1,0,5,1
10,22,17,0,1,0,2,1
8,12,54,0,1,1,0,1
3,9,56,0,1,0,5,1
14,11,9,1,0,1,3,1
7,7,16,0,1,0,0,0
12,20,31,1,0,1,2,1
3,0,4,0,1,0,5,1
5,14,4,0,0,0,1,0
15,11,60,0,0,1,1,1
5,0,35,0,1,1,1,0
8,4,55,0,1,0,2,1
9,19,21,1,0,0,4,1
14,12,15,1,0,0,1,1
2,9,60,0,1,1,2,1
8,13,37,1,0,1,4,1
3,6,21,0,1,0,4,1
8,12,2,1,0,0,2,0
2,11,44,0,0,1,3,1
11,20,2,1,1,1,5,1
12,8,51,1,0,1,0,1
7,11,2,1,1,1,4,1
11,8,10,1,0,0,3,1
14,5,21,1,1,1,2,1
5,16,11,1,1,0,1,0
3,21,46,1,0,0,5,1
5,12,18,1,1,1,3,0
10,8,2,0,0,0,1,1
12,18,6,1,0,1,5,1
9,13,39,0,1,1,1,1
3,14,48,1,0,1,0,1
15,5,2,0,1,1,0,1
5,15,56,1,0,0,5,1
2,11,15,1,0,0,2,0
